date,rank,song,artist
2018-05-12,49,All The Stars,Kendrick Lamar & SZA
2018-05-12,50,Chun-Li,Nicki Minaj
2018-05-12,51,Esskeetit,Lil Pump
2018-05-12,52,X,Nicky Jam x J Balvin
2018-05-12,53,Stir Fry,Migos
2018-05-12,54,Dura,Daddy Yankee
2018-05-12,55,Japan,Famous Dex
2018-05-12,56,Delicate,Taylor Swift
2018-05-12,57,Sugar Wraith,Post Malone
2018-05-12,58,Drip,Cardi B Featuring Migos
2018-05-12,59,No Excuses,Meghan Trainor
2018-05-12,60,Sad!,XXXTENTACION
2018-05-12,61,One Kiss,Calvin Harris & Dua Lipa
2018-05-12,62,Famous,Mason Ramsey
2018-05-12,63,Love Lies,Khalid & Normani
2018-05-12,64,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
2018-05-12,65,One Number Away,Luke Combs
2018-05-12,66,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-05-12,67,Tequila,Dan + Shay
2018-05-12,68,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-05-12,69,IDGAF,Dua Lipa
2018-05-12,70,Everyday,Logic & Marshmello
2018-05-12,71,Motiv8,J. Cole
2018-05-12,72,Outside Today,YoungBoy Never Broke Again
2018-05-12,73,Jonestown (Interlude),Post Malone
2018-05-12,74,Most People Are Good,Luke Bryan
2018-05-12,75,Bartier Cardi,Cardi B Featuring 21 Savage
2018-05-12,76,Singles You Up,Jordan Davis
2018-05-12,77,Overdose,YoungBoy Never Broke Again
2018-05-12,78,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-05-12,79,1985 (Intro To The Fall Off),J. Cole
2018-05-12,80,Photograph,J. Cole
2018-05-12,81,I Like Me Better,Lauv
2018-05-12,82,OTW,"Khalid, Ty Dolla $ign & 6LACK"
2018-05-12,83,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-05-12,84,Get Along,Kenny Chesney
2018-05-12,85,Ye vs The People,Kanye West Featuring T.I.
2018-05-12,86,Ring,Cardi B Featuring Kehlani
2018-05-12,87,Sit Next To Me,Foster The People
2018-05-12,88,Zombie,Bad Wolves
2018-05-12,89,I Do,Cardi B Featuring SZA
2018-05-12,90,For The First Time,Darius Rucker
2018-05-12,91,I Lived It,Blake Shelton
2018-05-12,92,"Woman, Amen",Dierks Bentley
2018-05-12,93,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-05-12,94,El Farsante,Ozuna & Romeo Santos
2018-05-12,95,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-05-12,96,Changes,XXXTENTACION
2018-05-12,97,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
2018-05-12,98,When We,Tank
2018-05-12,99,Alone,Halsey Featuring Big Sean & Stefflon Don
2018-05-12,100,Red Roses,Lil Skies Featuring Landon Cube
2018-05-05,1,Nice For What,Drake
2018-05-05,2,God's Plan,Drake
2018-05-05,3,No Tears Left To Cry,Ariana Grande
2018-05-05,4,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-05-05,5,Psycho,Post Malone Featuring Ty Dolla $ign
2018-05-05,6,ATM,J. Cole
2018-05-05,7,The Middle,"Zedd, Maren Morris & Grey"
2018-05-05,8,Kevin's Heart,J. Cole
2018-05-05,9,Look Alive,BlocBoy JB Featuring Drake
2018-05-05,10,KOD,J. Cole
2018-05-05,11,Perfect,Ed Sheeran
2018-05-05,12,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-05-05,13,Never Be The Same,Camila Cabello
2018-05-05,14,Photograph,J. Cole
2018-05-05,15,Motiv8,J. Cole
2018-05-05,16,I Like It,"Cardi B, Bad Bunny & J Balvin"
2018-05-05,17,Mine,Bazzi
2018-05-05,18,Walk It Talk It,Migos Featuring Drake
2018-05-05,19,Call Out My Name,The Weeknd
2018-05-05,20,1985 (Intro To The Fall Off),J. Cole
2018-05-05,21,Plug Walk,Rich The Kid
2018-05-05,22,Havana,Camila Cabello Featuring Young Thug
2018-05-05,23,Be Careful,Cardi B
2018-05-05,24,Friends,Marshmello & Anne-Marie
2018-05-05,25,Finesse,Bruno Mars & Cardi B
2018-05-05,26,Whatever It Takes,Imagine Dragons
2018-05-05,27,Pray For Me,The Weeknd & Kendrick Lamar
2018-05-05,28,The Cut Off,J. Cole Featuring kiLL edward
2018-05-05,29,Heaven,Kane Brown
2018-05-05,30,Brackets,J. Cole
2018-05-05,31,Sad!,XXXTENTACION
2018-05-05,32,Rockstar,Post Malone Featuring 21 Savage
2018-05-05,33,New Rules,Dua Lipa
2018-05-05,34,Wake Me Up!,Avicii
2018-05-05,35,Japan,Famous Dex
2018-05-05,36,In My Blood,Shawn Mendes
2018-05-05,37,Esskeetit,Lil Pump
2018-05-05,38,You Make It Easy,Jason Aldean
2018-05-05,39,Stir Fry,Migos
2018-05-05,40,Powerglide,Rae Sremmurd & Juicy J
2018-05-05,41,Window Pain (Outro),J. Cole
2018-05-05,42,Wait,Maroon 5
2018-05-05,43,Ric Flair Drip,Offset & Metro Boomin
2018-05-05,44,All The Stars,Kendrick Lamar & SZA
2018-05-05,45,Thunder,Imagine Dragons
2018-05-05,46,Friends,J. Cole Featuring kiLL edward
2018-05-05,47,Once An Addict (Interlude),J. Cole
2018-05-05,48,Chun-Li,Nicki Minaj
2018-05-05,49,Let You Down,NF
2018-05-05,50,Feel It Still,Portugal. The Man
2018-05-05,51,Drip,Cardi B Featuring Migos
2018-05-05,52,Delicate,Taylor Swift
2018-05-05,53,Intro,J. Cole
2018-05-05,54,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-05-05,55,Boo'd Up,Ella Mai
2018-05-05,56,X,Nicky Jam x J Balvin
2018-05-05,57,OTW,"Khalid, Ty Dolla $ign & 6LACK"
2018-05-05,58,No Excuses,Meghan Trainor
2018-05-05,59,Love Lies,Khalid & Normani
2018-05-05,60,Bartier Cardi,Cardi B Featuring 21 Savage
2018-05-05,61,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-05-05,62,Most People Are Good,Luke Bryan
2018-05-05,63,Tequila,Dan + Shay
2018-05-05,64,One Kiss,Calvin Harris & Dua Lipa
2018-05-05,65,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-05-05,66,Everyday,Logic & Marshmello
2018-05-05,67,Singles You Up,Jordan Davis
2018-05-05,68,One Number Away,Luke Combs
2018-05-05,69,Outside Today,YoungBoy Never Broke Again
2018-05-05,70,I Do,Cardi B Featuring SZA
2018-05-05,71,Ring,Cardi B Featuring Kehlani
2018-05-05,72,Babe,Sugarland Featuring Taylor Swift
2018-05-05,73,IDGAF,Dua Lipa
2018-05-05,74,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny"
2018-05-05,75,Dura,Daddy Yankee
2018-05-05,76,Zombie,Bad Wolves
2018-05-05,77,I Like Me Better,Lauv
2018-05-05,78,Barbie Tingz,Nicki Minaj
2018-05-05,79,Sit Next To Me,Foster The People
2018-05-05,80,I Lived It,Blake Shelton
2018-05-05,81,Dame Tu Cosita,Pitbull x El Chombo x Karol G Featuring Cutty Ranks
2018-05-05,82,Get Along,Kenny Chesney
2018-05-05,83,Changes,XXXTENTACION
2018-05-05,84,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-05-05,85,The Long Way,Brett Eldredge
2018-05-05,86,For The First Time,Darius Rucker
2018-05-05,87,El Farsante,Ozuna & Romeo Santos
2018-05-05,88,"Woman, Amen",Dierks Bentley
2018-05-05,89,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-05-05,90,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-05-05,91,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-05-05,92,Alone,Halsey Featuring Big Sean & Stefflon Don
2018-05-05,93,Red Roses,Lil Skies Featuring Landon Cube
2018-05-05,94,Moonlight,XXXTENTACION
2018-05-05,95,Everything's Gonna Be Alright,David Lee Murphy & Kenny Chesney
2018-05-05,96,Cry Pretty,Carrie Underwood
2018-05-05,97,When We,Tank
2018-05-05,98,Close,Rae Sremmurd & Travis Scott
2018-05-05,99,Thru Your Phone,Cardi B
2018-05-05,100,Best Life,Cardi B Featuring Chance The Rapper
2018-04-28,1,Nice For What,Drake
2018-04-28,2,God's Plan,Drake
2018-04-28,3,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-04-28,4,Psycho,Post Malone Featuring Ty Dolla $ign
2018-04-28,5,The Middle,"Zedd, Maren Morris & Grey"
2018-04-28,6,Look Alive,BlocBoy JB Featuring Drake
2018-04-28,7,Perfect,Ed Sheeran
2018-04-28,8,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-04-28,9,I Like It,"Cardi B, Bad Bunny & J Balvin"
2018-04-28,10,Chun-Li,Nicki Minaj
2018-04-28,11,Walk It Talk It,Migos Featuring Drake
2018-04-28,12,Finesse,Bruno Mars & Cardi B
2018-04-28,13,Never Be The Same,Camila Cabello
2018-04-28,14,Mine,Bazzi
2018-04-28,15,Be Careful,Cardi B
2018-04-28,16,Plug Walk,Rich The Kid
2018-04-28,17,Call Out My Name,The Weeknd
2018-04-28,18,Pray For Me,The Weeknd & Kendrick Lamar
2018-04-28,19,Havana,Camila Cabello Featuring Young Thug
2018-04-28,20,Whatever It Takes,Imagine Dragons
2018-04-28,21,Friends,Marshmello & Anne-Marie
2018-04-28,22,Sad!,XXXTENTACION
2018-04-28,23,Stir Fry,Migos
2018-04-28,24,Esskeetit,Lil Pump
2018-04-28,25,Barbie Tingz,Nicki Minaj
2018-04-28,26,Heaven,Kane Brown
2018-04-28,27,Rockstar,Post Malone Featuring 21 Savage
2018-04-28,28,Japan,Famous Dex
2018-04-28,29,You Make It Easy,Jason Aldean
2018-04-28,30,New Rules,Dua Lipa
2018-04-28,31,All The Stars,Kendrick Lamar & SZA
2018-04-28,32,Ric Flair Drip,Offset & Metro Boomin
2018-04-28,33,Drip,Cardi B Featuring Migos
2018-04-28,34,Thunder,Imagine Dragons
2018-04-28,35,Powerglide,Rae Sremmurd & Juicy J
2018-04-28,36,Wait,Maroon 5
2018-04-28,37,Let You Down,NF
2018-04-28,38,In My Blood,Shawn Mendes
2018-04-28,39,Feel It Still,Portugal. The Man
2018-04-28,40,Bartier Cardi,Cardi B Featuring 21 Savage
2018-04-28,41,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-04-28,42,I Do,Cardi B Featuring SZA
2018-04-28,43,Most People Are Good,Luke Bryan
2018-04-28,44,Ring,Cardi B Featuring Kehlani
2018-04-28,45,Lights Down Low,MAX Featuring gnash
2018-04-28,46,I Fall Apart,Post Malone
2018-04-28,47,Him & I,G-Eazy & Halsey
2018-04-28,48,Cry Pretty,Carrie Underwood
2018-04-28,49,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-04-28,50,Bad At Love,Halsey
2018-04-28,51,Delicate,Taylor Swift
2018-04-28,52,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-04-28,53,No Excuses,Meghan Trainor
2018-04-28,54,Love Lies,Khalid & Normani
2018-04-28,55,X,Nicky Jam x J Balvin
2018-04-28,56,Marry Me,Thomas Rhett
2018-04-28,57,Tequila,Dan + Shay
2018-04-28,58,Outside Today,YoungBoy Never Broke Again
2018-04-28,59,Singles You Up,Jordan Davis
2018-04-28,60,IDGAF,Dua Lipa
2018-04-28,61,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-04-28,62,Boo'd Up,Ella Mai
2018-04-28,63,Everyday,Logic & Marshmello
2018-04-28,64,One Kiss,Calvin Harris & Dua Lipa
2018-04-28,65,The Long Way,Brett Eldredge
2018-04-28,66,I Lived It,Blake Shelton
2018-04-28,67,Best Life,Cardi B Featuring Chance The Rapper
2018-04-28,68,Bickenhead,Cardi B
2018-04-28,69,Changes,XXXTENTACION
2018-04-28,70,One Number Away,Luke Combs
2018-04-28,71,El Farsante,Ozuna & Romeo Santos
2018-04-28,72,Dura,Daddy Yankee
2018-04-28,73,Let Me,Zayn
2018-04-28,74,Zombie,Bad Wolves
2018-04-28,75,Thru Your Phone,Cardi B
2018-04-28,76,Wasted Times,The Weeknd
2018-04-28,77,Get Up 10,Cardi B
2018-04-28,78,Get Along,Kenny Chesney
2018-04-28,79,I Like Me Better,Lauv
2018-04-28,80,Sit Next To Me,Foster The People
2018-04-28,81,"Woman, Amen",Dierks Bentley
2018-04-28,82,For The First Time,Darius Rucker
2018-04-28,83,This Is Me,Keala Settle & The Greatest Showman Ensemble
2018-04-28,84,Guatemala,Swae Lee Featuring Slim Jxmmi
2018-04-28,85,Moonlight,XXXTENTACION
2018-04-28,86,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-04-28,87,Money Bag,Cardi B
2018-04-28,88,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-04-28,89,Anybody,Young Thug Featuring Nicki Minaj
2018-04-28,90,She Bad,Cardi B & YG
2018-04-28,91,Billy,6ix9ine
2018-04-28,92,When We,Tank
2018-04-28,93,Red Roses,Lil Skies Featuring Landon Cube
2018-04-28,94,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-04-28,95,She's With Me,High Valley
2018-04-28,96,Get You,Daniel Caesar Featuring Kali Uchis
2018-04-28,97,Broken Clocks,SZA
2018-04-28,98,Five More Minutes,Scotty McCreery
2018-04-28,99,Gotti,6ix9ine
2018-04-28,100,Hardaway,Derez De'Shon
2018-04-21,1,Nice For What,Drake
2018-04-21,2,God's Plan,Drake
2018-04-21,3,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-04-21,4,Psycho,Post Malone Featuring Ty Dolla $ign
2018-04-21,5,Look Alive,BlocBoy JB Featuring Drake
2018-04-21,6,The Middle,"Zedd, Maren Morris & Grey"
2018-04-21,7,Perfect,Ed Sheeran
2018-04-21,8,I Like It,"Cardi B, Bad Bunny & J Balvin"
2018-04-21,9,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-04-21,10,Finesse,Bruno Mars & Cardi B
2018-04-21,11,Be Careful,Cardi B
2018-04-21,12,Walk It Talk It,Migos Featuring Drake
2018-04-21,13,Plug Walk,Rich The Kid
2018-04-21,14,Mine,Bazzi
2018-04-21,15,Never Be The Same,Camila Cabello
2018-04-21,16,Havana,Camila Cabello Featuring Young Thug
2018-04-21,17,Pray For Me,The Weeknd & Kendrick Lamar
2018-04-21,18,Sad!,XXXTENTACION
2018-04-21,19,Stir Fry,Migos
2018-04-21,20,Call Out My Name,The Weeknd
2018-04-21,21,Drip,Cardi B Featuring Migos
2018-04-21,22,Whatever It Takes,Imagine Dragons
2018-04-21,23,I Do,Cardi B Featuring SZA
2018-04-21,24,Rockstar,Post Malone Featuring 21 Savage
2018-04-21,25,All The Stars,Kendrick Lamar & SZA
2018-04-21,26,Ric Flair Drip,Offset & Metro Boomin
2018-04-21,27,New Rules,Dua Lipa
2018-04-21,28,Ring,Cardi B Featuring Kehlani
2018-04-21,29,Japan,Famous Dex
2018-04-21,30,Heaven,Kane Brown
2018-04-21,31,Let You Down,NF
2018-04-21,32,Bartier Cardi,Cardi B Featuring 21 Savage
2018-04-21,33,Thunder,Imagine Dragons
2018-04-21,34,Friends,Marshmello & Anne-Marie
2018-04-21,35,Wait,Maroon 5
2018-04-21,36,Powerglide,Rae Sremmurd & Juicy J
2018-04-21,37,In My Blood,Shawn Mendes
2018-04-21,38,Get Up 10,Cardi B
2018-04-21,39,Best Life,Cardi B Featuring Chance The Rapper
2018-04-21,40,Feel It Still,Portugal. The Man
2018-04-21,41,You Make It Easy,Jason Aldean
2018-04-21,42,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-04-21,43,Bickenhead,Cardi B
2018-04-21,44,Him & I,G-Eazy & Halsey
2018-04-21,45,Lights Down Low,MAX Featuring gnash
2018-04-21,46,I Fall Apart,Post Malone
2018-04-21,47,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-04-21,48,Bad At Love,Halsey
2018-04-21,49,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-04-21,50,Thru Your Phone,Cardi B
2018-04-21,51,Singles You Up,Jordan Davis
2018-04-21,52,Outside Today,YoungBoy Never Broke Again
2018-04-21,53,No Excuses,Meghan Trainor
2018-04-21,54,Delicate,Taylor Swift
2018-04-21,55,Marry Me,Thomas Rhett
2018-04-21,56,Love Lies,Khalid & Normani
2018-04-21,57,She Bad,Cardi B & YG
2018-04-21,58,Money Bag,Cardi B
2018-04-21,59,Diamond Teeth Samurai,YoungBoy Never Broke Again
2018-04-21,60,Most People Are Good,Luke Bryan
2018-04-21,61,X,Nicky Jam x J Balvin
2018-04-21,62,One Kiss,Calvin Harris & Dua Lipa
2018-04-21,63,Wasted Times,The Weeknd
2018-04-21,64,IDGAF,Dua Lipa
2018-04-21,65,A$AP Forever,A$AP Rocky Featuring Moby
2018-04-21,66,Changes,XXXTENTACION
2018-04-21,67,Zombie,Bad Wolves
2018-04-21,68,Billy,6ix9ine
2018-04-21,69,Tell Me You Love Me,Demi Lovato
2018-04-21,70,Dura,Daddy Yankee
2018-04-21,71,The Long Way,Brett Eldredge
2018-04-21,72,Boo'd Up,Ella Mai
2018-04-21,73,El Farsante,Ozuna & Romeo Santos
2018-04-21,74,Try Me,The Weeknd
2018-04-21,75,One Number Away,Luke Combs
2018-04-21,76,Everyday,Logic & Marshmello
2018-04-21,77,Tequila,Dan + Shay
2018-04-21,78,Moonlight,XXXTENTACION
2018-04-21,79,Sit Next To Me,Foster The People
2018-04-21,80,I Like Me Better,Lauv
2018-04-21,81,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-04-21,82,Broken Halos,Chris Stapleton
2018-04-21,83,Barbie Tingz,Nicki Minaj
2018-04-21,84,Hardaway,Derez De'Shon
2018-04-21,85,Get Along,Kenny Chesney
2018-04-21,86,Medicine,Queen Naija
2018-04-21,87,She's With Me,High Valley
2018-04-21,88,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-04-21,89,Five More Minutes,Scotty McCreery
2018-04-21,90,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-04-21,91,When We,Tank
2018-04-21,92,Chun-Li,Nicki Minaj
2018-04-21,93,All On Me,Devin Dawson
2018-04-21,94,Red Roses,Lil Skies Featuring Landon Cube
2018-04-21,95,I Lived It,Blake Shelton
2018-04-21,96,No Roots,Alice Merton
2018-04-21,97,Broken Clocks,SZA
2018-04-21,98,For The First Time,Darius Rucker
2018-04-21,99,Proud,2 Chainz Featuring YG & Offset
2018-04-21,100,Alone,Halsey Featuring Big Sean & Stefflon Don
2018-04-14,1,God's Plan,Drake
2018-04-14,2,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-04-14,3,Psycho,Post Malone Featuring Ty Dolla $ign
2018-04-14,4,Call Out My Name,The Weeknd
2018-04-14,5,Look Alive,BlocBoy JB Featuring Drake
2018-04-14,6,The Middle,"Zedd, Maren Morris & Grey"
2018-04-14,7,Perfect,Ed Sheeran
2018-04-14,8,Finesse,Bruno Mars & Cardi B
2018-04-14,9,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-04-14,10,Walk It Talk It,Migos Featuring Drake
2018-04-14,11,Havana,Camila Cabello Featuring Young Thug
2018-04-14,12,Mine,Bazzi
2018-04-14,13,Plug Walk,Rich The Kid
2018-04-14,14,Never Be The Same,Camila Cabello
2018-04-14,15,Pray For Me,The Weeknd & Kendrick Lamar
2018-04-14,16,Be Careful,Cardi B
2018-04-14,17,Stir Fry,Migos
2018-04-14,18,Sad!,XXXTENTACION
2018-04-14,19,All The Stars,Kendrick Lamar & SZA
2018-04-14,20,Ric Flair Drip,Offset & Metro Boomin
2018-04-14,21,Rockstar,Post Malone Featuring 21 Savage
2018-04-14,22,New Rules,Dua Lipa
2018-04-14,23,Whatever It Takes,Imagine Dragons
2018-04-14,24,Let You Down,NF
2018-04-14,25,Friends,Marshmello & Anne-Marie
2018-04-14,26,Try Me,The Weeknd
2018-04-14,27,Wasted Times,The Weeknd
2018-04-14,28,Heaven,Kane Brown
2018-04-14,29,Thunder,Imagine Dragons
2018-04-14,30,Wait,Maroon 5
2018-04-14,31,In My Blood,Shawn Mendes
2018-04-14,32,Him & I,G-Eazy & Halsey
2018-04-14,33,Lights Down Low,MAX Featuring gnash
2018-04-14,34,Powerglide,Rae Sremmurd & Juicy J
2018-04-14,35,I Was Never There,The Weeknd Featuring Gesaffelstein
2018-04-14,36,You Make It Easy,Jason Aldean
2018-04-14,37,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-04-14,38,Feel It Still,Portugal. The Man
2018-04-14,39,I Fall Apart,Post Malone
2018-04-14,40,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-04-14,41,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-04-14,42,Bad At Love,Halsey
2018-04-14,43,Hurt You,The Weeknd Featuring Gesaffelstein
2018-04-14,44,Marry Me,Thomas Rhett
2018-04-14,45,Medicine,Queen Naija
2018-04-14,46,Delicate,Taylor Swift
2018-04-14,47,X,Nicky Jam x J Balvin
2018-04-14,48,Lemon,N*E*R*D & Rihanna
2018-04-14,49,Most People Are Good,Luke Bryan
2018-04-14,50,Singles You Up,Jordan Davis
2018-04-14,51,Bartier Cardi,Cardi B Featuring 21 Savage
2018-04-14,52,Privilege,The Weeknd
2018-04-14,53,Japan,Famous Dex
2018-04-14,54,Outside Today,YoungBoy Never Broke Again
2018-04-14,55,No Excuses,Meghan Trainor
2018-04-14,56,Love Lies,Khalid & Normani
2018-04-14,57,IDGAF,Dua Lipa
2018-04-14,58,Changes,XXXTENTACION
2018-04-14,59,Dura,Daddy Yankee
2018-04-14,60,Billy,6ix9ine
2018-04-14,61,Zombie,Bad Wolves
2018-04-14,62,Tell Me You Love Me,Demi Lovato
2018-04-14,63,El Farsante,Ozuna & Romeo Santos
2018-04-14,64,Broken Halos,Chris Stapleton
2018-04-14,65,The Long Way,Brett Eldredge
2018-04-14,66,Tequila,Dan + Shay
2018-04-14,67,One Number Away,Luke Combs
2018-04-14,68,Hardaway,Derez De'Shon
2018-04-14,69,Everyday,Logic & Marshmello
2018-04-14,70,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-04-14,71,Moonlight,XXXTENTACION
2018-04-14,72,Sit Next To Me,Foster The People
2018-04-14,73,I Like Me Better,Lauv
2018-04-14,74,Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-04-14,75,All On Me,Devin Dawson
2018-04-14,76,Five More Minutes,Scotty McCreery
2018-04-14,77,Red Roses,Lil Skies Featuring Landon Cube
2018-04-14,78,Boo'd Up,Ella Mai
2018-04-14,79,She's With Me,High Valley
2018-04-14,80,When We,Tank
2018-04-14,81,I Lived It,Blake Shelton
2018-04-14,82,Broken Clocks,SZA
2018-04-14,83,Up Down,Morgan Wallen Featuring Florida Georgia Line
2018-04-14,84,No Roots,Alice Merton
2018-04-14,85,Nowadays,Lil Skies Featuring Landon Cube
2018-04-14,86,Say Amen (Saturday Night),Panic! At The Disco
2018-04-14,87,No Smoke,YoungBoy Never Broke Again
2018-04-14,88,Tempo,Chris Brown
2018-04-14,89,OKRA,"Tyler, The Creator"
2018-04-14,90,For The First Time,Darius Rucker
2018-04-14,91,Echame La Culpa,Luis Fonsi & Demi Lovato
2018-04-14,92,Take Back Home Girl,Chris Lane Featuring Tori Kelly
2018-04-14,93,Written In The Sand,Old Dominion
2018-04-14,94,"Woman, Amen",Dierks Bentley
2018-04-14,95,La Modelo,Ozuna x Cardi B
2018-04-14,96,Proud,2 Chainz Featuring YG & Offset
2018-04-14,97,Beautiful Trauma,P!nk
2018-04-14,98,NBAYoungboat,Lil Yachty Featuring NBA YoungBoy
2018-04-14,99,Get You,Daniel Caesar Featuring Kali Uchis
2018-04-14,100,Focus,H.E.R.
2018-04-07,1,God's Plan,Drake
2018-04-07,2,Meant To Be,Bebe Rexha & Florida Georgia Line
2018-04-07,3,Finesse,Bruno Mars & Cardi B
2018-04-07,4,Psycho,Post Malone Featuring Ty Dolla $ign
2018-04-07,5,Perfect,Ed Sheeran
2018-04-07,6,Look Alive,BlocBoy JB Featuring Drake
2018-04-07,7,The Middle,"Zedd, Maren Morris & Grey"
2018-04-07,8,Freaky Friday,Lil Dicky Featuring Chris Brown
2018-04-07,9,Sad!,XXXTENTACION
2018-04-07,10,Havana,Camila Cabello Featuring Young Thug
2018-04-07,11,Mine,Bazzi
2018-04-07,12,Pray For Me,The Weeknd & Kendrick Lamar
2018-04-07,13,Stir Fry,Migos
2018-04-07,14,Never Be The Same,Camila Cabello
2018-04-07,15,Walk It Talk It,Migos Featuring Drake
2018-04-07,16,All The Stars,Kendrick Lamar & SZA
2018-04-07,17,Ric Flair Drip,Offset & Metro Boomin
2018-04-07,18,Plug Walk,Rich The Kid
2018-04-07,19,Let You Down,NF
2018-04-07,20,New Rules,Dua Lipa
2018-04-07,21,Rockstar,Post Malone Featuring 21 Savage
2018-04-07,22,In My Blood,Shawn Mendes
2018-04-07,23,Whatever It Takes,Imagine Dragons
2018-04-07,24,Thunder,Imagine Dragons
2018-04-07,25,Him & I,G-Eazy & Halsey
2018-04-07,26,Wait,Maroon 5
2018-04-07,27,Lights Down Low,MAX Featuring gnash
2018-04-07,28,Heaven,Kane Brown
2018-04-07,29,I Fall Apart,Post Malone
2018-04-07,30,Friends,Marshmello & Anne-Marie
2018-04-07,31,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake"
2018-04-07,32,Feel It Still,Portugal. The Man
2018-04-07,33,Say Something,Justin Timberlake Featuring Chris Stapleton
2018-04-07,34,You Make It Easy,Jason Aldean
2018-04-07,35,Marry Me,Thomas Rhett
2018-04-07,36,Lemon,N*E*R*D & Rihanna
2018-04-07,37,Bad At Love,Halsey
2018-04-07,38,Powerglide,Rae Sremmurd & Juicy J
2018-04-07,39,Changes,XXXTENTACION
2018-04-07,40,Outside Today,YoungBoy Never Broke Again
2018-04-07,41,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B
2018-04-07,42,New Freezer,Rich The Kid Featuring Kendrick Lamar
2018-04-07,43,Love.,Kendrick Lamar Featuring Zacari
2018-04-07,44,Wolves,Selena Gomez X Marshmello
2018-04-07,45,MotorSport,"Migos, Nicki Minaj & Cardi B"
2018-04-07,46,Most People Are Good,Luke Bryan
2018-04-07,47,Bartier Cardi,Cardi B Featuring 21 Savage
2018-04-07,48,Moonlight,XXXTENTACION
2018-04-07,49,Love Lies,Khalid & Normani
2018-04-07,50,Singles You Up,Jordan Davis
2018-04-07,51,X,Nicky Jam x J Balvin
2018-04-07,52,Delicate,Taylor Swift
2018-04-07,53,Dura,Daddy Yankee
2018-04-07,54,IDGAF,Dua Lipa
2018-04-07,55,No Excuses,Meghan Trainor
2018-04-07,56,Gummo,6ix9ine
2018-04-07,57,Billy,6ix9ine
2018-04-07,58,Broken Halos,Chris Stapleton
2018-04-07,59,Tell Me You Love Me,Demi Lovato
2018-04-07,60,Say Amen (Saturday Night),Panic! At The Disco
2018-04-07,61,Hardaway,Derez De'Shon
2018-04-07,62,All On Me,Devin Dawson
2018-04-07,63,El Farsante,Ozuna & Romeo Santos
2018-04-07,64,Lost In Japan,Shawn Mendes X Zedd
2018-04-07,65,Zombie,Bad Wolves
2018-04-07,66,Top Off,"DJ Khaled Featuring JAY Z, Future & B"
2018-04-07,67,Everyday,Logic & Marshmello
2018-04-07,68,The Long Way,Brett Eldredge
2018-04-07,69,Red Roses,Lil Skies Featuring Landon Cube
2018-04-07,70,Japan,Famous Dex
2018-04-07,71,Pick It Up,Famous Dex Featuring A$AP Rocky
2018-04-07,72,Five More Minutes,Scotty McCreery
